,,,,,,,,,Standard,,,,,,,,,,,,Expected,,,,,,-additional
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches,-9999
183,Melvin Bard,fr FRA,DF,Nice,fr Ligue 1,22-023,2000,10.3,0,2,0,0.0,0.19,0.00,0.00,,17.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches,1ddbc7ca
184,Keidi Bare,al ALB,MF,Espanyol,es La Liga,25-093,1997,3.7,0,4,2,50.0,1.09,0.55,0.00,0.00,16.8,0,0,0,0.5,0.5,0.12,-0.5,-0.5,Matches,03049c8c
185,Nicolò Barella,it ITA,MF,Inter,it Serie A,25-295,1997,14.3,5,13,8,61.5,0.91,0.56,0.38,0.63,19.1,1,0,0,1.9,1.9,0.14,+3.1,+3.1,Matches,6928979a
186,Kike Barja,es ESP,MFFW,Osasuna,es La Liga,25-242,1997,3.2,1,2,2,100.0,0.63,0.63,0.50,0.50,16.2,0,0,0,0.1,0.1,0.07,+0.9,+0.9,Matches,aad53e64
187,Ross Barkley,eng ENG,MFFW,Nice,fr Ligue 1,28-359,1993,4.3,0,12,2,16.7,2.77,0.46,0.00,0.00,17.2,1,0,0,1.6,1.6,0.13,-1.6,-1.6,Matches,3a24769f
188,Aymen Barkok,ma MAR,MF,Mainz 05,de Bundesliga,24-192,1998,0.9,0,1,0,0.0,1.08,0.00,0.00,,19.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,a2a85828
189,Harvey Barnes,eng ENG,MF,Leicester City,eng Premier League,24-355,1997,12.1,6,32,16,50.0,2.65,1.33,0.19,0.38,17.0,0,0,0,3.5,3.5,0.11,+2.5,+2.5,Matches,3ea50f67
190,Leandro Barreiro Martins,lu LUX,MF,Mainz 05,de Bundesliga,22-330,2000,7.4,0,9,5,55.6,1.21,0.67,0.00,0.00,16.4,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches,00242b75
191,Ander Barrenetxea,es ESP,FW,Real Sociedad,es La Liga,20-337,2001,0.7,0,1,1,100.0,1.45,1.45,0.00,0.00,19.1,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,200e89e1
192,Mickaël Barreto,fr FRA,MF,Ajaccio,fr Ligue 1,31-315,1991,1.6,0,2,0,0.0,1.25,0.00,0.00,,22.1,1,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,e3844ecb
193,Pablo Barrios,es ESP,MF,Atlético Madrid,es La Liga,19-167,2003,0.2,0,1,1,100.0,4.74,4.74,0.00,0.00,21.8,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,45736cec
194,Musa Barrow,gm GAM,FWMF,Bologna,it Serie A,24-015,1998,7.6,2,26,6,23.1,3.40,0.78,0.08,0.33,23.4,0,0,0,1.2,1.2,0.05,+0.8,+0.8,Matches,e5bf73f3
195,Federico Baschirotto,it ITA,DF,Lecce,it Serie A,26-070,1996,15.0,1,9,1,11.1,0.60,0.07,0.11,1.00,9.9,0,0,0,1.0,1.0,0.11,0.0,0.0,Matches,5a08ee41
196,Toma Bašić,hr CRO,MF,Lazio,it Serie A,26-004,1996,3.1,0,5,3,60.0,1.62,0.97,0.00,0.00,22.4,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches,80556f08
197,Alessandro Bastoni,it ITA,DF,Inter,it Serie A,23-230,1999,8.1,0,4,2,50.0,0.50,0.25,0.00,0.00,13.3,0,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches,75b86fb3
198,Simone Bastoni,it ITA,MFDF,Spezia,it Serie A,26-024,1996,8.9,2,17,4,23.5,1.90,0.45,0.12,0.50,21.5,1,0,0,0.8,0.8,0.05,+1.2,+1.2,Matches,1ac232b8
199,Rodrigo Battaglia,ar ARG,MF,Mallorca,es La Liga,31-140,1991,6.6,0,2,0,0.0,0.30,0.00,0.00,,18.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,d637fc22
200,Maximilian Bauer,de GER,DF,Augsburg,de Bundesliga,22-293,2000,11.5,0,8,0,0.0,0.69,0.00,0.00,,8.5,0,0,0,1.6,1.6,0.20,-1.6,-1.6,Matches,44a20f0c
201,Oliver Baumann,de GER,GK,Hoffenheim,de Bundesliga,32-180,1990,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,47064058
202,Timo Baumgartl,de GER,DF,Union Berlin,de Bundesliga,26-270,1996,3.5,0,4,2,50.0,1.15,0.57,0.00,0.00,11.5,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches,bd7d2e6d
203,Julian Baumgartlinger,at AUT,MF,Augsburg,de Bundesliga,34-331,1988,2.9,0,2,0,0.0,0.68,0.00,0.00,,13.8,0,0,0,0.2,0.2,0.11,-0.2,-0.2,Matches,69374ff5
204,Christoph Baumgartner,at AUT,MFFW,Hoffenheim,de Bundesliga,23-120,1999,12.8,4,39,12,30.8,3.05,0.94,0.10,0.33,15.6,0,0,0,4.5,4.5,0.12,-0.5,-0.5,Matches,437f2b00
205,Cyrille Bayala,bf BFA,MF,Ajaccio,fr Ligue 1,26-189,1996,8.5,1,11,4,36.4,1.30,0.47,0.09,0.25,15.7,0,0,0,1.0,1.0,0.09,0.0,0.0,Matches,20e0dd86
206,Gavin Bazunu,ie IRL,GK,Southampton,eng Premier League,20-282,2002,15.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,c91441dc
207,Bebé,cv CPV,FW,Rayo Vallecano,es La Liga,32-140,1990,0.7,0,4,0,0.0,6.00,0.00,0.00,,32.7,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches,d8712bf9
208,Rodrigo Becão,br BRA,DF,Udinese,it Serie A,26-314,1996,8.7,1,5,1,20.0,0.58,0.12,0.20,1.00,8.0,0,0,0,0.6,0.6,0.13,+0.4,+0.4,Matches,19e4eab9
209,Mads Bech Sørensen,dk DEN,DFMF,Brentford,eng Premier League,23-326,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,30db8574
210,Julius Beck,dk DEN,MF,Spezia,it Serie A,17-216,2005,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e892c325
211,Sheraldo Becker,sr SUR,FW,Union Berlin,de Bundesliga,27-293,1995,11.7,7,24,13,54.2,2.06,1.11,0.29,0.54,20.4,0,0,0,1.8,1.8,0.07,+5.2,+5.2,Matches,8eb55dbb
212,Jan Bednarek,pl POL,DF,Southampton,eng Premier League,26-231,1996,1.8,0,1,0,0.0,0.57,0.00,0.00,,12.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,4115ce4e
213,Jan Bednarek,pl POL,DF,Aston Villa,eng Premier League,26-231,1996,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,4115ce4e
214,Donny van de Beek,nl NED,MF,Manchester Utd,eng Premier League,25-225,1997,1.0,0,1,0,0.0,1.03,0.00,0.00,,8.0,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,50dc94ce
215,Asmir Begović,ba BIH,GK,Everton,eng Premier League,35-162,1987,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7b4de647
216,Yanis Begraoui,fr FRA,FWMF,Toulouse,fr Ligue 1,21-148,2001,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,5e6355f8
217,Kevin Behrens,de GER,FW,Union Berlin,de Bundesliga,31-299,1991,5.0,2,8,4,50.0,1.60,0.80,0.25,0.50,11.6,0,0,0,1.0,1.0,0.12,+1.0,+1.0,Matches,30ae134d
218,Alexis Beka Beka,fr FRA,MF,Nice,fr Ligue 1,21-245,2001,3.1,0,3,1,33.3,0.98,0.33,0.00,0.00,25.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,4a5e83ad
219,Jérémie Bela,ao ANG,DF,Clermont Foot,fr Ligue 1,29-235,1993,6.3,1,7,3,42.9,1.11,0.48,0.14,0.33,21.9,1,0,0,0.4,0.4,0.05,+0.6,+0.6,Matches,5680bf3f
220,Youcef Belaïli,dz ALG,MF,Ajaccio,fr Ligue 1,30-260,1992,3.6,3,9,3,33.3,2.53,0.84,0.00,0.00,25.9,1,3,4,3.6,0.9,0.10,-0.6,-0.9,Matches,1a248246
221,Youcef Belaïli,dz ALG,FWMF,Brest,fr Ligue 1,30-260,1992,4.0,0,9,1,11.1,2.28,0.25,0.00,0.00,16.0,1,0,0,0.6,0.6,0.07,-0.6,-0.6,Matches,1a248246
222,Haris Belkebla,dz ALG,MF,Brest,fr Ligue 1,28-305,1994,12.1,1,6,2,33.3,0.50,0.17,0.17,0.50,23.9,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches,2b1bed19
223,Stefan Bell,de GER,DF,Mainz 05,de Bundesliga,31-097,1991,9.9,0,2,0,0.0,0.20,0.00,0.00,,8.6,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches,857a5abe
224,Armel Bella Kotchap,de GER,DF,Southampton,eng Premier League,20-353,2001,10.0,0,10,1,10.0,1.00,0.10,0.00,0.00,16.9,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Matches,a39d11bc
225,Raoul Bellanova,it ITA,DFMF,Inter,it Serie A,22-196,2000,1.3,0,2,0,0.0,1.58,0.00,0.00,,8.4,0,0,0,0.3,0.3,0.15,-0.3,-0.3,Matches,e3756e72
226,Karim Bellarabi,de GER,FW,Leverkusen,de Bundesliga,32-235,1990,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,bee0bab1
227,Jean-Ricner Bellegarde,fr FRA,MFDF,Strasbourg,fr Ligue 1,24-155,1998,14.4,1,16,4,25.0,1.11,0.28,0.06,0.25,22.6,5,0,0,1.1,1.1,0.07,-0.1,-0.1,Matches,10f0fdd3
228,Héctor Bellerín,es ESP,DF,Barcelona,es La Liga,27-255,1995,1.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f874dd44
229,Jude Bellingham,eng ENG,MF,Dortmund,de Bundesliga,19-153,2003,15.0,3,31,11,35.5,2.07,0.73,0.10,0.27,17.4,2,0,0,3.3,3.3,0.11,-0.3,-0.3,Matches,57d88cf9
230,Andrea Belotti,it ITA,FW,Roma,it Serie A,28-344,1993,4.1,0,8,4,50.0,1.96,0.98,0.00,0.00,14.4,0,0,1,2.0,1.2,0.15,-2.0,-1.2,Matches,d705ba44
231,Fran Beltrán,es ESP,MF,Celta Vigo,es La Liga,23-299,1999,12.5,0,11,0,0.0,0.88,0.00,0.00,,26.5,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches,ed5c5fa3
232,Wissam Ben Yedder,fr FRA,FW,Monaco,fr Ligue 1,32-109,1990,9.0,6,19,12,63.2,2.11,1.33,0.21,0.33,17.0,1,2,3,5.8,3.4,0.18,+0.2,+0.6,Matches,942b4f90
233,Marco Benassi,it ITA,DF,Fiorentina,it Serie A,28-082,1994,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,0000acda
234,Ismaël Bennacer,dz ALG,MF,Milan,it Serie A,24-363,1997,11.9,1,6,2,33.3,0.50,0.17,0.17,0.50,27.0,1,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches,db092d3b
235,Saïd Benrahma,dz ALG,FWMF,West Ham,eng Premier League,27-111,1995,8.3,2,28,8,28.6,3.36,0.96,0.04,0.13,22.5,2,1,1,2.4,1.6,0.06,-0.4,-0.6,Matches,5a04fd92
236,Ramy Bensebaini,dz ALG,DF,M'Gladbach,de Bundesliga,27-227,1995,13.9,5,22,8,36.4,1.59,0.58,0.18,0.50,17.1,2,1,1,3.5,2.7,0.12,+1.5,+1.3,Matches,378825c7
237,Nabil Bentaleb,dz ALG,MF,Angers,fr Ligue 1,28-005,1994,11.9,2,13,4,30.8,1.09,0.34,0.15,0.50,26.0,4,0,0,0.5,0.5,0.04,+1.5,+1.5,Matches,3189f61a
238,Rodrigo Bentancur,uy URU,MF,Tottenham,eng Premier League,25-157,1997,13.1,4,12,7,58.3,0.91,0.53,0.33,0.57,15.5,0,0,0,1.4,1.4,0.12,+2.6,+2.6,Matches,3b8674e6
239,Karim Benzema,fr FRA,FW,Real Madrid,es La Liga,34-345,1987,7.0,5,32,12,37.5,4.59,1.72,0.13,0.33,16.4,2,1,2,6.2,4.2,0.13,-1.2,-0.2,Matches,70d74ece
240,Domenico Berardi,it ITA,FW,Sassuolo,it Serie A,28-120,1994,4.3,1,15,4,26.7,3.52,0.94,0.07,0.25,25.1,2,0,1,1.4,0.6,0.04,-0.4,+0.4,Matches,53a0e358
241,Yuri Berchiche,es ESP,DF,Athletic Club,es La Liga,32-292,1990,4.9,0,7,2,28.6,1.43,0.41,0.00,0.00,21.1,0,0,0,0.3,0.3,0.05,-0.3,-0.3,Matches,b6e50615
242,Álex Berenguer,es ESP,FW,Athletic Club,es La Liga,27-148,1995,11.4,3,26,10,38.5,2.28,0.88,0.12,0.30,16.6,1,0,0,2.6,2.6,0.10,+0.4,+0.4,Matches,dc1c2fce
243,Bartosz Bereszyński,pl POL,DF,Sampdoria,it Serie A,30-140,1992,12.3,0,3,0,0.0,0.24,0.00,0.00,,21.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches,61b3978f
244,Patrick Berg,no NOR,MFFW,Lens,fr Ligue 1,25-005,1997,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,e4114f5d
245,Mitchell van Bergen,nl NED,FWDF,Reims,fr Ligue 1,23-094,1999,4.7,0,14,8,57.1,2.95,1.69,0.00,0.00,18.0,0,0,0,1.4,1.4,0.10,-1.4,-1.4,Matches,0b2c9aec
246,Mergim Berisha,de GER,FW,Augsburg,de Bundesliga,24-202,1998,8.7,3,20,5,25.0,2.30,0.57,0.10,0.40,19.3,2,1,2,3.5,2.0,0.10,-0.5,0.0,Matches,eb6e14be
247,Quentin Bernard,fr FRA,DF,Auxerre,fr Ligue 1,33-145,1989,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3916b09c
248,Paul Bernardoni,fr FRA,GK,Angers,fr Ligue 1,25-225,1997,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,28dabd43
249,Juan Bernat,es ESP,DF,Paris S-G,fr Ligue 1,29-273,1993,6.6,1,3,3,100.0,0.45,0.45,0.33,0.33,9.4,0,0,0,0.6,0.6,0.21,+0.4,+0.4,Matches,433dc9a2
250,Jason Berthomier,fr FRA,MF,Clermont Foot,fr Ligue 1,32-327,1990,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,03e91055
251,Beto,gw GNB,FW,Udinese,it Serie A,24-302,1998,7.6,6,21,11,52.4,2.75,1.44,0.29,0.55,12.1,0,0,0,4.7,4.7,0.22,+1.3,+1.3,Matches,ed5c0319
252,Owen Bevan,wls WAL,DF,Bournemouth,eng Premier League,19-034,2003,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,87966294
253,Matteo Bianchetti,it ITA,DF,Cremonese,it Serie A,29-257,1993,10.1,1,5,3,60.0,0.50,0.30,0.20,0.33,11.0,0,0,0,0.6,0.6,0.12,+0.4,+0.4,Matches,b3a20f18
254,Giulian Biancone,fr FRA,DF,Nott'ham Forest,eng Premier League,22-243,2000,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,de40e38c
255,Pedro Bigas,es ESP,DF,Elche,es La Liga,32-075,1990,10.8,0,6,2,33.3,0.56,0.19,0.00,0.00,20.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,697295b1
256,Jaka Bijol,si SVN,DF,Udinese,it Serie A,23-297,1999,10.4,2,4,3,75.0,0.38,0.29,0.50,0.67,7.7,0,0,0,0.5,0.5,0.12,+1.5,+1.5,Matches,6fdac234
257,El Bilal Touré,ml MLI,FW,Almería,es La Liga,21-057,2001,6.3,3,12,6,50.0,1.90,0.95,0.25,0.50,10.9,0,0,0,2.3,2.3,0.19,+0.7,+0.7,Matches,47c609d5
258,El Bilal Touré,ml MLI,FW,Reims,fr Ligue 1,21-057,2001,1.0,0,1,1,100.0,0.99,0.99,0.00,0.00,26.1,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches,47c609d5
259,Philip Billing,dk DEN,MFFW,Bournemouth,eng Premier League,26-171,1996,12.6,4,13,6,46.2,1.03,0.48,0.31,0.67,16.4,1,0,0,1.2,1.2,0.10,+2.8,+2.8,Matches,d328a254
260,Jean-Claude Billong,cm CMR,MF,Clermont Foot,fr Ligue 1,28-336,1993,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,a3e1d20d
261,Cristiano Biraghi,it ITA,DF,Fiorentina,it Serie A,30-089,1992,12.7,0,11,1,9.1,0.87,0.08,0.00,0.00,27.4,4,0,1,1.2,0.4,0.04,-1.2,-0.4,Matches,9e1577aa
262,Samuele Birindelli,it ITA,DF,Monza,it Serie A,23-133,1999,7.1,0,9,3,33.3,1.27,0.42,0.00,0.00,17.1,0,0,0,0.7,0.7,0.08,-0.7,-0.7,Matches,204ac005
263,Veljko Birmančević,rs SRB,FWMF,Toulouse,fr Ligue 1,24-269,1998,1.9,0,3,0,0.0,1.57,0.00,0.00,,23.2,0,0,0,0.3,0.3,0.10,-0.3,-0.3,Matches,636247ca
264,Tom Bischof,de GER,FW,Hoffenheim,de Bundesliga,17-154,2005,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,07d3bfec
265,Yves Bissouma,ml MLI,MF,Tottenham,eng Premier League,26-091,1996,6.7,0,5,0,0.0,0.74,0.00,0.00,,26.2,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches,6c203af0
266,Kristijan Bistrović,hr CRO,MF,Lecce,it Serie A,24-234,1998,4.8,0,7,1,14.3,1.44,0.21,0.00,0.00,24.7,4,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,79370f8c
267,Leonardo Bittencourt,de GER,MF,Werder Bremen,de Bundesliga,28-345,1993,6.4,2,7,4,57.1,1.10,0.63,0.29,0.50,19.9,0,0,0,0.4,0.4,0.05,+1.6,+1.6,Matches,dc62fbee
268,Marco Bizot,nl NED,GK,Brest,fr Ligue 1,31-264,1991,14.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,3d214e5f
269,Blanco,es ESP,MF,Cádiz,es La Liga,22-129,2000,1.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,506daeac
270,Rubén Blanco,es ESP,GK,Marseille,fr Ligue 1,27-127,1995,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,967f34d3
271,Ludovic Blas,fr FRA,MFFW,Nantes,fr Ligue 1,24-333,1997,12.6,2,43,13,30.2,3.40,1.03,0.02,0.08,23.1,2,1,2,4.1,2.6,0.06,-2.1,-1.6,Matches,6191093d
272,Janis Blaswich,de GER,GK,RB Leipzig,de Bundesliga,31-211,1991,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,663e080e
273,Miha Blažič,si SVN,DF,Angers,fr Ligue 1,29-205,1993,9.5,2,4,2,50.0,0.42,0.21,0.50,1.00,9.0,0,0,0,1.2,1.2,0.31,+0.8,+0.8,Matches,3cdfc63e
274,Joaquín Blázquez,ar ARG,GK,Brest,fr Ligue 1,21-305,2001,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,6a9e4913
275,Alexis Blin,fr FRA,MFDF,Lecce,it Serie A,26-074,1996,7.7,0,1,0,0.0,0.13,0.00,0.00,,15.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,c69ef855
276,Myron Boadu,nl NED,FW,Monaco,fr Ligue 1,21-319,2001,0.2,1,1,1,100.0,5.00,5.00,1.00,1.00,3.8,0,0,0,0.4,0.4,0.44,+0.6,+0.6,Matches,5b479568
277,Jérôme Boateng,de GER,DF,Lyon,fr Ligue 1,34-087,1988,3.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,2db2fd7b
278,Kevin-Prince Boateng,gh GHA,MF,Hertha BSC,de Bundesliga,35-268,1987,1.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f4ec4fd0
279,Antonin Bobichon,fr FRA,MF,Angers,fr Ligue 1,27-076,1995,0.2,0,1,1,100.0,5.00,5.00,0.00,0.00,31.2,1,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,7d937aa1
280,Jean-Paul Boëtius,nl NED,MFFW,Hertha BSC,de Bundesliga,28-252,1994,6.4,0,4,3,75.0,0.63,0.47,0.00,0.00,21.1,0,0,0,0.4,0.4,0.12,-0.4,-0.4,Matches,635f2732
281,Jeremie Boga,ci CIV,MFFW,Atalanta,it Serie A,25-330,1997,0.9,0,1,1,100.0,1.13,1.13,0.00,0.00,15.1,0,0,0,0.1,0.1,0.11,-0.1,-0.1,Matches,fe012aca
282,Emil Bohinen,no NOR,MF,Salernitana,it Serie A,23-262,1999,1.6,0,2,0,0.0,1.24,0.00,0.00,,28.1,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,c83c203f
283,Quentin Boisgard,fr FRA,MF,Lorient,fr Ligue 1,25-257,1997,2.0,1,6,3,50.0,2.93,1.47,0.17,0.33,18.5,0,0,0,0.4,0.4,0.07,+0.6,+0.6,Matches,f6496133
284,Willy Boly,ci CIV,DF,Nott'ham Forest,eng Premier League,31-299,1991,1.7,0,1,0,0.0,0.59,0.00,0.00,,22.1,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,a4ac4b8f
285,Giacomo Bonaventura,it ITA,MF,Fiorentina,it Serie A,33-099,1989,10.3,3,27,7,25.9,2.61,0.68,0.11,0.43,19.3,1,0,0,2.4,2.4,0.09,+0.6,+0.6,Matches,d995ed27
286,Federico Bonazzoli,it ITA,FW,Salernitana,it Serie A,25-192,1997,8.1,1,22,5,22.7,2.70,0.61,0.05,0.20,18.1,1,0,0,1.7,1.7,0.08,-0.7,-0.7,Matches,bf57eaab
287,Warren Bondo,fr FRA,MF,Monza,it Serie A,19-075,2003,0.7,0,1,0,0.0,1.50,0.00,0.00,,21.2,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,0def2376
288,Theo Bongonda,cd COD,MF,Cádiz,es La Liga,27-009,1995,5.0,1,7,2,28.6,1.41,0.40,0.14,0.50,24.0,0,0,0,0.6,0.6,0.09,+0.4,+0.4,Matches,0da6a13e
289,Kevin Bonifazi,it ITA,DF,Bologna,it Serie A,26-194,1996,4.6,0,2,0,0.0,0.43,0.00,0.00,,11.3,0,0,0,0.2,0.2,0.10,-0.2,-0.2,Matches,fb77bfef
290,Leonardo Bonucci,it ITA,DF,Juventus,it Serie A,35-212,1987,6.7,1,2,1,50.0,0.30,0.15,0.50,1.00,15.1,0,0,1,0.9,0.1,0.05,+0.1,+0.9,Matches,52ec54d0
291,Neto Borges,br BRA,DF,Clermont Foot,fr Ligue 1,26-077,1996,11.0,1,11,1,9.1,1.00,0.09,0.09,1.00,17.7,0,0,0,0.8,0.8,0.08,+0.2,+0.2,Matches,9f936061
292,Yvandro Borges Sanches,lu LUX,FWMF,M'Gladbach,de Bundesliga,18-189,2004,0.3,0,1,0,0.0,3.21,0.00,0.00,,34.7,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches,36578017
293,Sebastiaan Bornauw,be BEL,DF,Wolfsburg,de Bundesliga,23-252,1999,8.1,0,2,1,50.0,0.25,0.12,0.00,0.00,10.5,0,0,0,0.2,0.2,0.11,-0.2,-0.2,Matches,01834aa0
294,Rafael Borré,co COL,FWMF,Eint Frankfurt,de Bundesliga,27-075,1995,4.5,1,9,2,22.2,1.99,0.44,0.00,0.00,15.0,0,1,1,1.8,1.0,0.11,-0.8,-1.0,Matches,c68da769
295,Erik Botheim,no NOR,FW,Salernitana,it Serie A,22-323,2000,3.7,1,4,1,25.0,1.08,0.27,0.25,1.00,15.1,0,0,0,0.4,0.4,0.09,+0.6,+0.6,Matches,3d13d9e4
296,Sven Botman,nl NED,DF,Newcastle Utd,eng Premier League,22-321,2000,11.7,0,6,2,33.3,0.51,0.17,0.00,0.00,11.6,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches,ccce7025
297,Kenji-Van Boto,mg MAD,DF,Auxerre,fr Ligue 1,26-267,1996,1.0,0,1,0,0.0,1.00,0.00,0.00,,27.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches,c03b7266
298,Kouamé Botué,bf BFA,FW,Ajaccio,fr Ligue 1,20-114,2002,1.8,0,6,0,0.0,3.31,0.00,0.00,,14.6,0,0,0,1.2,1.2,0.20,-1.2,-1.2,Matches,65fcf987
299,Hicham Boudaoui,dz ALG,MF,Nice,fr Ligue 1,23-067,1999,4.0,0,3,2,66.7,0.75,0.50,0.00,0.00,20.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches,f9d5908e
300,Sofiane Boufal,ma MAR,FWMF,Angers,fr Ligue 1,29-073,1993,7.9,3,20,8,40.0,2.52,1.01,0.05,0.13,21.5,4,2,2,3.6,2.0,0.10,-0.6,-1.0,Matches,b0c71810
301,Wassim Boullif,es ESP,DFMF,Espanyol,es La Liga,17-299,2005,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,7f271d74
302,Yassine Bounou,ma MAR,GK,Sevilla,es La Liga,31-238,1991,11.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,f6798fc3
303,Ismaëlben Boura,fr FRA,DFFW,Lens,fr Ligue 1,22-107,2000,0.8,0,2,1,50.0,2.65,1.32,0.00,0.00,28.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,62e02107
304,Mehdi Bourabia,ma MAR,MF,Spezia,it Serie A,31-114,1991,12.6,0,8,1,12.5,0.63,0.08,0.00,0.00,30.1,1,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches,0d077b88
305,Benjamin Bourigeaud,fr FRA,MFFW,Rennes,fr Ligue 1,28-319,1994,13.1,2,21,6,28.6,1.60,0.46,0.05,0.17,19.8,4,1,1,2.8,2.0,0.10,-0.8,-1.0,Matches,20e73fac
306,Edoardo Bove,it ITA,MFFW,Roma,it Serie A,20-197,2002,0.5,0,3,1,33.3,5.74,1.91,0.00,0.00,12.2,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches,ae94a6c5
307,Jarrod Bowen,eng ENG,FW,West Ham,eng Premier League,25-344,1996,14.9,2,32,5,15.6,2.15,0.34,0.03,0.20,16.6,0,1,2,4.3,3.2,0.10,-2.3,-2.2,Matches,79c84d1c
308,Lucas Boyé,ar ARG,FW,Elche,es La Liga,26-274,1996,8.1,1,9,3,33.3,1.11,0.37,0.11,0.33,19.6,0,0,1,1.7,0.9,0.10,-0.7,+0.1,Matches,d49f3e6b
309,Domagoj Bradarić,hr CRO,DF,Salernitana,it Serie A,22-354,1999,5.6,0,4,0,0.0,0.72,0.00,0.00,,24.8,1,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,8bbe2df5
